date,title,link
1/1/2019,"Dickson et al. publish ""Circuit-theory applications to connectivity science and conservation"" in Conservation Biology",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057297224&doi=10.1111%2fcobi.13230&partnerID=40&md5=c0742e0f2b2019940b2779415e43d842
1/1/2019,"Gowda et al. publish ""Sparsity Programming: Automated Sparsity-Aware Optimizations in Differentiable Programming"" in NeurIPS 2019 Program Transformations for Machine Learning Workshop",https://openreview.net/pdf?id=rJlPdcY38B
1/1/2019,"Yang et al. publish ""Highly-Ccalable, physics-informed GANs for learning solutions of stochastic PDEs""",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078152879&doi=10.1109%2fDLS49591.2019.00006&partnerID=40&md5=877ceb5f95261c2b5dd244f20e8a1b90
8/20/2018,"DifferentialEquations.jl 5.0: v1.0,Jacobian Types, EPIRK",https://sciml.ai/news/2018/08/20/FunctionInputEPIRK
7/5/2018,"DifferentialEquations.jl 4.6: Global Sensitivity Analysis, Variable Order Adams",https://sciml.ai/news/2018/07/05/GSAVariableOrder
5/26/2018,"DifferentialEquations.jl 4.5: ABC, Adaptive Multistep, Maximum A Posteriori",https://sciml.ai/news/2018/05/26/ABCMore
4/30/2018,A ''Jupyter'' of DiffEq: Introducing Python and R Bindings for DifferentialEquations.jl,https://sciml.ai/news/2018/04/30/Jupyter
4/13/2018,DifferentialEquations.jl 4.4: Enhanced Stability and IMEX SDE Integrators,https://sciml.ai/news/2018/04/13/StableSDE
4/9/2018,DifferentialEquations.jl 4.3: Automatic Stiffness Detection and Switching,https://sciml.ai/news/2018/04/09/AutoSwitch
3/31/2018,"DifferentialEquations.jl 4.2: Krylov Exponential Integrators, Non-Diagonal Adaptive SDEs, Tau-Leaping",https://sciml.ai/news/2018/03/31/AdaptiveLowSDE
2/17/2018,DifferentialEquations.jl 4.1: New ReactionDSL and KLU Sundials,https://sciml.ai/news/2018/02/17/Reactions
1/24/2018,"DifferentialEquations.jl 4.0: Breaking Syntax Changes, Adjoint Sensitivity, Bayesian Estimation, and ETDRK4",https://sciml.ai/news/2018/01/24/Parameters
1/15/2018,"DifferentialEquations.jl 3.4: Sundials 3.1, ARKODE, Static Arrays",https://sciml.ai/news/2018/01/15/Sundials
1/1/2018,"Kepner et al. publish ""TabulaROSA: Tabular Operating System Architecture for Massively Parallel Heterogeneous Compute Engines""",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060082164&doi=10.1109%2fHPEC.2018.8547577&partnerID=40&md5=f6528720e5cfb09042f6abbe697c48e5
1/1/2018,"Edelman and Wang publish ""Random Hyperplanes, Generalized Singular Values 'What's My β?'"" in 2018 IEEE Statistical Signal Processing Workshop, SSP 2018",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053847476&doi=10.1109%2fSSP.2018.8450833&partnerID=40&md5=46a6217092237cb81d85faabac1a2a62
1/1/2018,"Rackauckas et al. publish ""Interdisciplinary Case Study: How Mathematicians and Biologists Found Order in Cellular Noise"" in iScience",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066168700&doi=10.1016%2fj.isci.2018.10.002&partnerID=40&md5=b5a9e42e817f60f85c3370b5e5eaff1c
1/1/2018,"Rackauckas et al. publish ""Mean-Independent Noise Control of Cell Fates via Intermediate States"" in iScience",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065174542&doi=10.1016%2fj.isci.2018.04.002&partnerID=40&md5=076feba72b03ce657233af848aad3c49
12/11/2017,DifferentialEquations.jl 3.2: Expansion of Event Compatibility,https://sciml.ai/news/2017/12/11/Events
11/24/2017,DifferentialEquations.jl 3.1: Jacobian Passing,https://sciml.ai/news/2017/11/24/Jacobians
8/25/2017,Stiff SDE and DDE Solvers,https://sciml.ai/news/2017/08/25/StiffDDESDE
8/13/2017,SDIRK Methods,https://sciml.ai/news/2017/08/13/SDIRK
7/6/2017,SDIRK Methods,https://sciml.ai/news/2017/07/06/SymplecticRosenbrock
5/17/2017,Filling In The Interop Packages and Rosenbrock,https://sciml.ai/news/2017/05/17/Filling_in
4/30/2017,DifferentialEquations.jl 2.0,https://sciml.ai/news/2017/04/30/API_changes
4/7/2017,DifferentialEquations.jl v1.9.1,https://sciml.ai/news/2017/04/07/features
4/4/2017,DifferentialEquations.jl Workshop at JuliaCon 2017,https://sciml.ai/news/2017/04/04/juliacon
2/2/2017,DifferentialEquations.jl v1.8.0,https://sciml.ai/news/2017/02/02/interps
1/14/2017,DifferentialEquations.jl v1.6.0,https://sciml.ai/news/2017/01/14/stable
1/8/2017,base,https://sciml.ai/news/2017/01/08/base
1/5/2017,PDEs Update,https://sciml.ai/news/2017/01/05/fem
1/1/2017,DifferentialEquations.jl 3.3: IMEX Solvers,https://sciml.ai/news/2017/01/01/IMEX
1/1/2017,"Bezanson et al. publish ""Julia: A fresh approach to numerical computing"" in SIAM Review",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014461527&doi=10.1137%2f141000671&partnerID=40&md5=8856df4b328ca90250218790a37ca380
1/1/2017,"Leonard et al. publish ""gflow: software for modelling circuit theory-based connectivity at any scale"" in Methods in Ecology and Evolution",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002827377&doi=10.1111%2f2041-210X.12689&partnerID=40&md5=44cbbc4ef2a9b68bccde4eaa3b666fc9
11/26/2016,Hello World!!,https://sciml.ai/news/2016/11/26/hello
1/21/2016,OrdinaryDiffEq v0.5,https://sciml.ai/news/2016/01/21/saveat
